cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;nit;cod_dpto;departamento;cod_mpio;municipio;localidad;barrio;direccion;telefono;correo_electronico;pagina_web;naturaleza;nombre_representante;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;fecha_otorgamiento;fecha_vencimiento;longitud;latitud;año_corte;mes_corte;fecha_corte
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;177,;ACADEMIA DE BELLEZA NUEVA IMAGEN;06-0035;2010 jul 13 12:00:00 AM;20263942;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TUNJUELITO;VENECIA;DIAG 47A NO 52 - 64 SUR;2388787;yhe70@hotmail.com;;PRIVADA;MARIA MERY ECHAVARRIA DE HERNANDEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.796,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL META;8.676,;INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO FACE LOOK;3394;2017 ago 04 12:00:00 AM;40430536-6;50,;META;50.006,;ACACÍAS;;BACHUÉ;CALLE 14 # 34 - 28;3134693213;facelookescuelatecnica@gmail.com;;PRIVADA;MARY LUZTORRES OROZCO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.804,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ARMENIA;4.037,;"INSTITUTO DE CAPACITACION DE MECANICA DENTAL  ""UNIDENT""";1410;2007 nov 08 12:00:00 AM;10532767-1;63,;QUINDÍO;63.001,;ARMENIA;;La fogata;Avenida Bolívar No. 13 N  36;746 21 52;unident_armenia@hotmail.com;www.instituto-unident.com;PRIVADA;JUAN PABLOLEMOS ALVARADO;NO;FT 019-1;NTC 5555;ICONTEC;VENCIDA;2011 feb 16 12:00:00 AM;2020 feb 15 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.700,;INSTITUTO GATO DUMAS;12-021;2014 mar 26 12:00:00 AM;8301217459;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;BARRIOS UNIDOS;EL POLO;CARRERA 20 No. 86-21;6102593;cparra@gatodumas.net;www.gatodumas.com.co;PRIVADA;MARIA CAROLINAPARRA GONZALEZ;SI;FT-CER460533;NTC 5555;ICONTEC;RENOVADA;2016 abr 22 12:00:00 AM;2022 abr 21 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7.369,;"INSTITUTO TECNICO EMPRENDER PLUS ""INSTEMP""";1295;2014 nov 27 12:00:00 AM;30650876-2;23,;CÓRDOBA;23.675,;SAN BERNARDO DEL VIENTO;;;COLEGIO SAN FRANCISCO;7731725;EMPRENPLUS@HOTMAIL.COM;;PRIVADA;YOLIMA YENISELSANCHEZ OSTEN;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;4.239,;INSTITUTO TECNICO ITSER;0070;2009 mar 27 12:00:00 AM;8060061017;13,;BOLÍVAR;13.244,;EL CARMEN DE BOLÍVAR;;Plaza Principal;Calle 24 con carrera 48 esquina;3156682408;ecosocial@yahoo.com;;PRIVADA;MarthaLora Cabarcas;NO;FT CER29544;NTC 5555;ICONTEC;VENCIDA;2014 feb 19 12:00:00 AM;2017 feb 18 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.814,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SINCELEJO;7.865,;ACADEMIA  MELIUS S.A.S;1991;2015 abr 30 12:00:00 AM;78747316-2;70,;SUCRE;70.001,;SINCELEJO;;CENTRO;CARRERA 20 No 25 - O3;2819247;meliussincelejoacademia@gmail.com;;PRIVADA;ALEJANDRO PINILLA HENAO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;3.866,;FAST LEARNING ADVENTURE;687;2010 abr 06 12:00:00 AM;900327701-4;68,;SANTANDER;68.001,;BUCARAMANGA;;CABECERA;Carrera 36  No. 52 - 117;6959870;fabio.landinez@fasterschool.edu.co;www.fasterschool.edu.co;PRIVADA;FABIO LANDINEZ ARDILA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;8.536,;"CORPORACION EDUCATIVA OCUPACIONAL DE LA DEPRESION MOMPOSINA ""CEODEM""";0894;2011 dic 29 12:00:00 AM;90032361143;13,;BOLÍVAR;13.670,;SAN PABLO;;;carrera 6 No 16-19;3123725623;ceodem.edu@gmail.com;;PRIVADA;YAJAIRATURIZO MORENO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.817,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;8.960,;CENTRO DE ESTUDIO OCUPACIONAL CEO;03343;2017 dic 29 12:00:00 AM;4563929-7;76,;VALLE DEL CAUCA;76.736,;SEVILLA;;;CALLE 51 No 49 - 03 /117;3113737593;ceolaacademiatulua@hotmail.com;;PRIVADA;LIBANIEL DE JESUS MEJIA GOMEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.815,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA;8.496,;ESCUELA NACIONAL DE OPERACIONES POLICIALES;05775-;2008 dic 31 12:00:00 AM;04580-;73,;TOLIMA;73.678,;SAN LUIS;;;VEREDA LA LAGUNA;3159000E320507;cenop.grude@policia.gov.co;;OFICIAL;TENIENTE CORONEL YESID MAURICIOARANGO SIERRA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.782,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MONTERÍA;3.115,;INSTITUTO NACIONAL DE EDUCACION Y SUPERACION POLITECNICO INDES;00177;2098 dic 16 12:00:00 AM;15019194-9;23,;CÓRDOBA;23.001,;MONTERIA;;CENTRO;CALLE 31 # 4- 27 SEGUNDO PISO;7822838;politecnicoindes.monteria@gmail.com;;PRIVADA;JOSE RAULCARRASCAL CORDOBA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.780,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;9.234,;FUNDACIÓN INSTITUTO TÉCNICO DE LA SIERRA;00498;2018 dic 03 12:00:00 AM;901237613-1;20,;CESAR;20.001,;VALLEDUPAR;;Obrero;calle 16A No 10-24,;3008514807;jquintero@lasierra.edu.co;;PRIVADA;JOSE FRANCISCO QUINTERO VIZCAINO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;3.727,;AATI  INSTITUTO AMERICANO DE TECNOLOGIA AUTOMOTRIZ AVANZADA S.A.S.;06744;2009 oct 21 12:00:00 AM;900280447-3;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;COLOMBIA;CARRERA 48 Nº 72 - 193;3684999;barranquilla@aationline.com;www.aationli.com;PRIVADA;ZAMIRA ESTHERMANZUR JARMA;SI;20.031-3;NTC 5555;CELAC;RENOVADA;2013 feb 27 12:00:00 AM;2022 feb 26 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7.182,;"INSTITUTO DE ENSEÑANZA Y CAPACITACIÓN DE LA COSTA ""IDECO""";667;2013 may 29 12:00:00 AM;812007116-3;23,;CÓRDOBA;23.555,;PLANETA RICA;;;IE ALFONSO BUILES;7569330;instituto.ideco@hotmail.com;;PRIVADA;NANCY JUDITHMESTRA ESPAÑA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.802,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;1.802,;INSTITUTO TÉCNICO LABORAL Y EMPRESARIAL COMFANORTE;0976;2012 may 25 12:00:00 AM;890500516-3;54,;NORTE DE SANTANDER;54.001,;CÚCUTA;;La Playa;CALLE 9 Nº 0- 95 Tercerony cuarto piso de san jose de cucuta;5823455;jefecapacitacion@comfanorte.com.co;www.comfanorte.com.co;PRIVADA;Luis JesusHurtado Hernandez;SI;FT-CER376723;NTC 5555;ICONTEC;RENOVADA;2015 abr 29 12:00:00 AM;2021 abr 28 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.911,;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;9.401,;"INSTITUTO DE FORMACIÓN PARA EL TRABAJO ""ASESORAMB""";1630;2019 oct 25 12:00:00 AM;819007063-7;47,;MAGDALENA;47.001,;SANTA MARTA;;Santa Marta;CALLE 18 No. 4-63 del Distrito turístico cultural e histórico de Santa Marta;3135960869;educacionasesoramb@gmail.com;;PRIVADA;OSCAR DE JESUSPEDROZA OSPINA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.797,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;3.613,;KAJUYALI CAMP;2119;2009 dic 01 12:00:00 AM;79799213-1;50,;META;50.001,;VILLAVICENCIO;;;VEREDA INDOSTAN K42;6544561;CAMP12@HOTMAIL.COM;;PRIVADA;NESTORBUITRAGO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9.092,;INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO CORPORACION  DE INNOVACION EDUCATIVA EMPRESARIAL;110362;2018 dic 20 12:00:00 AM;901230980-8;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SUBA;ALTOS DE LA ESPERANZA;CALLE 127d No. 88B-41;3187119065;anadelrcm@gmail.com;;PRIVADA;ANDERSON STIVENLUENGAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;4.929,;FUNDACIÓN CENTRO HUMANÍSTICO MICAEL;01999;2010 feb 24 12:00:00 AM;8909819065;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;;CALLE 45FF N° 77A-35;4136623;direccion@centromicael.org;;PRIVADA;MARÍA EUGENIAVEGA MANZANO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.804,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ARMENIA;4.028,;ALIANZA COLOMBO FRANCESA;1390;2015 may 06 12:00:00 AM;890003857-8;63,;QUINDÍO;63.001,;ARMENIA;;;Avenida Bolívar # 10 norte -30;745 06 70;armenia@alianzafrancesa.org.co;www.alianzafrancesa.org.co;PRIVADA;FLORIANEBRI;NO;CO17.00320;NTC 5555;BUREAU VERITAS;VENCIDA;2017 mar 14 12:00:00 AM;2020 mar 13 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.772,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOGAMOSO;8.706,;CORPORACIÓN PARA EL DESARROLLO MULTIEMPRESARIAL CODEMM;376;2017 oct 18 12:00:00 AM;900.784.024-5;15,;BOYACÁ;15.759,;SOGAMOSO;;EL LAGUITO;CALLE 21 No. 11-39;3112928800;codemmbca1@hotmail.com;www.codemm.co;PRIVADA;CAMILOFONSECA CORREDOR;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.819,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;4.788,;CENTRO DE ESTUDIOS LEWIN CENTER.;0912;2009 ene 23 12:00:00 AM;66732305-2;76,;VALLE DEL CAUCA;76.109,;BUENAVENTURA;;SANANDRESITO;Calle 5a Nº 5B-08;2416880;lewincenter@yahoo.es;;PRIVADA;LEWINSOHNTENORIO MOSQUERA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.821,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CARTAGO;7.617,;THE HOUSE OF ENGLISH INSTITUTE;0606;2016 may 16 12:00:00 AM;00000012996777-1;76,;VALLE DEL CAUCA;76.147,;CARTAGO;;SAN NICOLÁS;CALLE 10 No 8 -  56  piso 2;3015878470;thehouseofenglish@yahoo.es;;PRIVADA;ALBERTOSALAMANCA RESTREPO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.777,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA;8.660,;SYSTEM PLUS CAUCA - PIENDAMO;08873;2017 sep 07 12:00:00 AM;900961101-3;19,;CAUCA;19.548,;PIENDAMÓ;;Simón Bolivar;Calle 10 No. 1 - 05;8250696;systempluscauca@gmail.com;;PRIVADA;DANIEL ENRIQUEARIAS ROJAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.765,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD;8.388,;CENTRO DE FORMACION COMBARRANQUILLA;RESOLUCION_0624;2016 dic 15 12:00:00 AM;8901020022;8,;ATLÁNTICO;8.758,;SOLEDAD;;COSTA HERMOSA;CALLE 35 #36-24;3718900;SANDRA.PAEZ@COMBARRANQUILLA.CO;;PRIVADA;SANDRA MILENAPAEZ GONZALEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.806,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;6.106,;KUMON UNIDAD CORALES;734;2012 mar 13 12:00:00 AM;31420212-1;66,;RISARALDA;66.001,;PEREIRA;;CORALES;MANZANA 38 CASA 19;3371628;lucyto1801@gmail.com;www.kumon.com.co;PRIVADA;LUCILAMEJIA GIRALDO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.828,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL AMAZONAS;5.285,;INSTITUTO COLOMBIANO DE TECNICOS INSCOLTEC;0533;2001 sep 17 12:00:00 AM;40383185-2;91,;AMAZONAS;91.001,;LETICIA;;El Porvenir;CARRERA  7 a No 4-59;098 5927634;inscoltec.leticia@gmail.com;www.inscoltec.edu.co;PRIVADA;SANDRA PATRICIA PRIETO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.791,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA;9.544,;ESCUELA INTERNACIONAL DRAGONES DEL GOLFO;0773;2020 mar 19 12:00:00 AM;7720199;41,;HUILA;41.001,;NEIVA;;COREGIMIENTO EL CAGUAN;CALLE 42 SUR No 31-38;3214856077;DRAGONESDELGOLFO01@gmail.com;;PRIVADA;JUAN PABLO CAMPO GOMEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.449,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE RIOHACHA;9.353,;INSTITUTO EDUCATIVO PARA EL TRABAJO Y EL DESARROLLO HUMANO MATUSALÉN INTERNACIONAL S.A.S - INSTITUTO MINTER;1327;2019 oct 04 12:00:00 AM;9012220026-3;44,;LA GUAJIRA;44.001,;RIOHACHA;;;CALLE 31 # 7A BIS 35;3008904507;instituto.minter@gmail.com;;PRIVADA;RAFAEL ENRRIQUEFIERRO MARRIAGA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.800,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUMACO;8.889,;FUNDACIÓN ESCUELA TALLER DE TUMACO;0096;2018 ene 30 12:00:00 AM;901134083-5;52,;NARIÑO;52.835,;TUMACO;;la florida;Manzana 7 casa N° 29;3166738547;marcela.aragon@esculataller.org;;PRIVADA;MARCELA ARAGON VALENCIA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.773,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;4.510,;ESCUELA COLOMBIANA DE PETROLEOS Y LA INGENIERIA S.A.S;4591-7465-6-29/11/2019;2010 jul 28 12:00:00 AM;900.360.963-6;17,;CALDAS;17.380,;LA DORADA;;CENTRO;Cra 4 N° 11-26;3157017263;ecpysasladorada@gmail.com;www.escuelacolombianadepetroleos.edu.co;PRIVADA;ERNESTO YUSTRES LARA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.546,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IPIALES;7.251,;INSTITUTO BILINGUE PROGRAMAS DE INMERSION EN IDIOMAS EIP SAS;RESOLUCION 0114;2014 ene 21 12:00:00 AM;900672630-8;52,;NARIÑO;52.356,;IPIALES;;CHAMPAGNAT;CR. 1 No. 10-42;3215212467;eipcolombia@yahoo.com;;PRIVADA;JHONN HAROLDBLANDON FERNANDEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7.816,;"CENTRO DE ESTUDIOS TÉCNICOS ""CEPRODENT""";00077;2014 feb 10 12:00:00 AM;900350585-2;23,;CÓRDOBA;23.419,;LOS CÓRDOBAS;;;CREM;3126249064;ceprodentmonteria@yahoo.com;;PRIVADA;FERNANDOBITAR CURE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.775,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAQUETÁ;9.382,;ESCUELA DE CAPACITACION, ENTRENAMIENTO Y FORMACION DE BOMBEROS VOLUNTARIOS EL DONCELLO CAQUETA;002479;2019 nov 14 12:00:00 AM;891.190.442;18,;CAQUETÁ;18.247,;EL DONCELLO;;Barrio Abas Turbay;Avenida Colombia  No. 3-63;3214033360;bomberosdoncello@gmail.com;;PRIVADA;Esperanza Bermudez Gòmez;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.735,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;6.479,;ESCUELA DE FORMACION EMPRESARIAL EFE COLOMBIA SAS;8944;2012 dic 10 12:00:00 AM;8944;25,;CUNDINAMARCA;25.214,;COTA;;;Carrera 5 No. 7-80;8965915;lupa@bybconsultores.com;;PRIVADA;JUAN CARLOSBRUGEZ HENRIQUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1.628,;ACADEMIA Y SALA  DE BELLEZA LADY DY;16-0016;2010 jun 02 12:00:00 AM;20880632;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;PUENTE ARANDA;ALQUERIA;CALLE 44 SUR   54 - 30  PISO 5 LOCAL 501;7108701;academialadydy@hotmail.com;;PRIVADA;MARIA YOLANDA MIAMPIRA CRESPO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.806,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;6.146,;BALLET MILUZKA S.A.S;5460;2010 sep 14 12:00:00 AM;9003460509;66,;RISARALDA;66.001,;PEREIRA;;CIRCUNVALAR;AVENIDA CIRCUNVALAR 12-15;3343927;KARIME.BALLETMILUZKA@GMAIL.COM;www.balletmiluzka.com;PRIVADA;LUZ MARINARUIZ RIOS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.382,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE QUIBDÓ;4.465,;INSTITUTO TECNICO COMFACHOCO;134;2009 oct 28 12:00:00 AM;891600091-8;27,;CHOCO;27.001,;QUIBDÓ;;YESQUITA;Clle 23 Nro 4-31 CALLE DE LAS AGUILAS;6711597;comfachoco@comfachoco.com.co;www.comfachoco.com.co;PRIVADA;WALTER ANTONIOPEREA VALOYES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;8.585,;UNIVERSIDAD INDUSTRIAL DE SANTANDER - INSTITUTO DE LENGUAS;25;2049 feb 23 12:00:00 AM;890201213-4;68,;SANTANDER;68.001,;BUCARAMANGA;;LA UNIVERSIDAD;CARRERA 27 CALLE 9;6344000 - 2692;marenasp@uis.edu.co;www.uis.edu.co/webUIS/es/institutolenguas/;OFICIAL;MARIA ANGELICAARENAS PAREDES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.802,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;7.293,;ENGLISH TIME CORPORATION S.A.S.;2480;2012 dic 03 12:00:00 AM;900546265-3;54,;NORTE DE SANTANDER;54.001,;CÚCUTA;;Colsag;Calle 8A No. 9E-57;5779520;notiene@notiene.com;;PRIVADA;William Eduardo Andrade Bustillo;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.762,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ITAGÜÍ;8.850,;CORPORACIÓN ROBERT OWEN DE ANTIOQUIA;101333;2018 ago 02 12:00:00 AM;901023416-8;5,;ANTIOQUIA;5.360,;ITAGUI;;CENTRO;CARRERA 50 Nº 52-31;3084805;asesoria@corporaciondiscover.com;;PRIVADA;JUAN CARLOSTORO PUERTA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;2.938,;INSTITUTO DE EDUCACIÓN PABLO TOBÓN URIBE;04692;2009 jun 04 12:00:00 AM;8909018262;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;Robledo;CALLE 78B Nº 69-240;4459000;pvalencia@hptu.org.co;www.hptu.org.co;PRIVADA;PAULA ANDREAVALENCIA CALLE;SI;FT-CER387388;NTC 5555;ICONTEC;RENOVADA;2015 may 06 12:00:00 AM;2021 may 05 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.822,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA;5.627,;CAMBRIDGE ACADEMY OF LANGUAGES S.A.S;1151.13.3-1124;2011 sep 22 12:00:00 AM;900.428.621-7;76,;VALLE DEL CAUCA;76.520,;PALMIRA;;MIRRIÑAO;CALLE 54 No.28-27;2749313;lmartinez@cambridgeoflanguages.edu.co;www.cambridgeoflanguages.com;PRIVADA;ROSSY LORENAMARTINEZ GARCIA;NO;FT-CER489854;NTC 5555;ICONTEC;CANCELADA;2016 sep 23 12:00:00 AM;2019 sep 22 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.761,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ENVIGADO;8.877,;CENTRO AMERICANO DE LENGUAS - AMERICAN SCHOOL WAY;2932;2018 may 10 12:00:00 AM;830102217-0;5,;ANTIOQUIA;5.266,;ENVIGADO;;;CARRERA 48 No.48 C SUR 86;6050617;cheredia@asw.edu.co;www.americanschoolway.com;PRIVADA;ANDERSON STIVEN PULGARIN PEREZ;SI;FT -CER357783;NTC 5555;ICONTEC;PRIMERA VEZ;2018 may 11 12:00:00 AM;2021 feb 26 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.769,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;4.761,;INSTITUTO CENCOV: CAPACITACION TECNICA LABORAL;3137;2008 dic 12 12:00:00 AM;80800027679;15,;BOYACÁ;15.455,;MIRAFLORES;;;CALLE 3 No. 9 -30;3133964690;educandocencov@hotmail.com;;PRIVADA;GRACIELAMORA ALFONSO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.820,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUGA;3.932,;COMPUBUGA;0088;2009 ene 23 12:00:00 AM;16.347.516-7;76,;VALLE DEL CAUCA;76.111,;GUADALAJARA DE BUGA;;JOSE MARIA CABAL;CALLE 7 No. 16 - 64;2276644;compubuga@hotmail.com;www.compubuga.com;PRIVADA;JAIBER ADRIANVALENCIA OSPINA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.853,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FUNZA;7.796,;CENTRO CULTURAL BACATA;009353;2014 dic 12 12:00:00 AM;832006467;25,;CUNDINAMARCA;25.286,;FUNZA;;;Calle 12 No.13 - 44;8221015;centroculturalbacata@gmail.com;;PRIVADA;JAVIER MAURICIO SILVA RODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;1.334,;CENTRO DE INGLES ROBINSON SAS;001182;2004 oct 08 12:00:00 AM;900402655-4;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;BOSTON;CALLE 66  46-96;3602567;robinsoningles@yahoo.com;;PRIVADA;ROBINSONFONTALVO GOMEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.778,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;7.177,;INSTITUTO DE ENSEÑANZA Y CAPACITACIÓN TÉCNICA DEL CAUCA- IDECT;20121700015494;2012 abr 25 12:00:00 AM;64521826-5;19,;CAUCA;19.001,;POPAYÁN;;MODELO;CARRERA 8 No 3N - 46;8202185;instituto-idect@hotmail.com;www.institutoidect.com;PRIVADA;OLGA MARTHABALSEIRO ALVAREZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.850,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ;8.342,;INSTITUTO TÉCNICO LABORAL INTEC;667;2016 jul 11 12:00:00 AM;20525925.DV.2;25,;CUNDINAMARCA;25.269,;FACATATIVÁ;;Centro;Carrera 4 N° 1 - 70;8428271;liza_081@hotmail.com;;PRIVADA;MARLIO ERNESTOROJAS ZAMUDIO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;682,;CORPORACION EDUCATIVA FORMAR;000511;2001 abr 11 12:00:00 AM;900453008-7;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;BARRANQUILLA;CRA 43 No. 68 - 63;3100050;adregistro@ceformar.edu.co;ceformar.edu.co;PRIVADA;JAIME ALBERTOCUELLO ALVAREZ;SI;20.022-3;NTC 5555;CELAC;RENOVADA;2012 sep 07 12:00:00 AM;2021 sep 06 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.826,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;9.354,;"Instituto Técnico Comfamiliar ""ITEC""";4325;2019 sep 30 12:00:00 AM;891200337-8;86,;PUTUMAYO;86.865,;VALLE DEL GUAMUEZ;;El Progreso;Calle 5a N° 12-122;4292336;educacion@confaputumayo.com;;PRIVADA;Licenia AlexandraHernández;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
